vendor_name,product_category,sku_id,origin_region,destination_dc,shipping_route,order_status,delay_reason,date_offset,order_value_eur,delivery_delay_days,cost_variance_pct
SolVita Mediterranean,Sauces & Condiments,SKU-166,Vietnam,DC-Berlin,Hormuz-Strait,Delivered,Port-Congestion,-298,4317.64,2,6.3
PacRim Ingredients,Rice & Grains,SKU-050,Thailand,DC-Stuttgart,Cape-of-Good-Hope,In-Transit,On-Time,-536,3645.67,3,2.5
Hartmann Foods GmbH,Beverages,SKU-146,Vietnam,DC-München,Direct-EU,Delayed,Hormuz-Closure,-400,89449.66,0,0.9
PacRim Ingredients,Beverages,SKU-191,Greece,DC-Hamburg,Cape-of-Good-Hope,Delivered,On-Time,-238,75552.23,1,2
Hartmann Foods GmbH,Snacks & Nuts,SKU-173,Germany,DC-Berlin,Direct-EU,Delayed,On-Time,-342,39250.76,1,0.8
Hartmann Foods GmbH,Canned Goods,SKU-133,Turkey,DC-Hamburg,Direct-EU,Delivered,On-Time,-362,21148.42,1,2.1
PacRim Ingredients,Canned Goods,SKU-048,Turkey,DC-Mülheim,Hormuz-Strait,Partially-Delivered,Route-Diversion,-456,28431.9,9,2
SolVita Mediterranean,Cooking Oils,SKU-151,Spain,DC-Stuttgart,Direct-EU,Partially-Delivered,On-Time,-88,147046.15,17,5.9
PacRim Ingredients,Sauces & Condiments,SKU-105,Thailand,DC-Berlin,Air-Freight,Delivered,Customs-Hold,-618,10574.98,0,3.5
Hartmann Foods GmbH,Baking Ingredients,SKU-184,China,DC-München,Air-Freight,Delayed,Port-Congestion,-121,51562.02,20,11.1
PacRim Ingredients,Pasta & Noodles,SKU-155,Vietnam,DC-Berlin,Direct-EU,Partially-Delivered,Hormuz-Closure,-110,756.88,15,2.2
PacRim Ingredients,Canned Goods,SKU-126,Turkey,DC-Mülheim,Air-Freight,Partially-Delivered,Hormuz-Closure,-37,39833.45,34,15
SolVita Mediterranean,Cooking Oils,SKU-190,Spain,DC-Mülheim,Cape-of-Good-Hope,Partially-Delivered,Weather,-58,37539.71,20,14.2
SolVita Mediterranean,Snacks & Nuts,SKU-023,Italy,DC-Stuttgart,Cape-of-Good-Hope,Delivered,Port-Congestion,-442,16749.55,3,5
PacRim Ingredients,Snacks & Nuts,SKU-126,Italy,DC-Berlin,Direct-EU,Cancelled,Port-Congestion,-313,61034.42,5,-0.2
PacRim Ingredients,Cooking Oils,SKU-187,Vietnam,DC-Berlin,Suez-Canal,Cancelled,Customs-Hold,-341,39146.46,10,-0.1
Hartmann Foods GmbH,Beverages,SKU-177,Italy,DC-Hamburg,Suez-Canal,Delivered,On-Time,-191,68838.72,4,2.9
Hartmann Foods GmbH,Sauces & Condiments,SKU-044,Italy,DC-Mülheim,Cape-of-Good-Hope,In-Transit,On-Time,-489,11297.74,8,5.6
PacRim Ingredients,Cooking Oils,SKU-134,Spain,DC-Berlin,Hormuz-Strait,Delivered,Route-Diversion,-98,48470.14,11,5.8
PacRim Ingredients,Beverages,SKU-138,Turkey,DC-Hamburg,Direct-EU,Partially-Delivered,On-Time,-588,42632.86,4,1.4
PacRim Ingredients,Canned Goods,SKU-096,Spain,DC-Stuttgart,Direct-EU,Delayed,Weather,-360,24263.67,0,1.3
Hartmann Foods GmbH,Rice & Grains,SKU-180,Italy,DC-Berlin,Air-Freight,Partially-Delivered,Hormuz-Closure,-129,43190.79,0,10.4
SolVita Mediterranean,Snacks & Nuts,SKU-119,Turkey,DC-Berlin,Air-Freight,Delayed,On-Time,-73,82421.58,23,12.5
Hartmann Foods GmbH,Sauces & Condiments,SKU-133,China,DC-München,Direct-EU,Delivered,On-Time,-350,2063.91,1,2.4
PacRim Ingredients,Rice & Grains,SKU-008,Greece,DC-Stuttgart,Cape-of-Good-Hope,Delivered,On-Time,-202,32956.57,1,8.1
PacRim Ingredients,Rice & Grains,SKU-118,Vietnam,DC-Berlin,Hormuz-Strait,Delivered,On-Time,-88,23250.65,2,7.2
SolVita Mediterranean,Pasta & Noodles,SKU-045,Thailand,DC-Mülheim,Air-Freight,Delivered,On-Time,-265,55844.3,1,5.7
SolVita Mediterranean,Pasta & Noodles,SKU-170,China,DC-Berlin,Hormuz-Strait,Delivered,On-Time,-205,28105.4,1,3.4
Hartmann Foods GmbH,Pasta & Noodles,SKU-085,Turkey,DC-Berlin,Direct-EU,Delivered,On-Time,-639,14634.21,0,0.5
SolVita Mediterranean,Rice & Grains,SKU-023,Greece,DC-Mülheim,Air-Freight,Delivered,On-Time,-326,1371.34,3,5.9
SolVita Mediterranean,Rice & Grains,SKU-192,Thailand,DC-Berlin,Cape-of-Good-Hope,Delivered,Customs-Hold,-80,29953.32,13,9.2
Hartmann Foods GmbH,Baking Ingredients,SKU-190,Germany,DC-Hamburg,Air-Freight,Partially-Delivered,Port-Congestion,-186,13531.59,4,5
Hartmann Foods GmbH,Cooking Oils,SKU-115,Italy,DC-Berlin,Suez-Canal,In-Transit,Hormuz-Closure,-18,29036.94,26,13.3
Hartmann Foods GmbH,Baking Ingredients,SKU-062,Italy,DC-Mülheim,Cape-of-Good-Hope,Delayed,Customs-Hold,-576,17769.1,2,3.9
PacRim Ingredients,Cooking Oils,SKU-007,Vietnam,DC-Mülheim,Hormuz-Strait,Partially-Delivered,Hormuz-Closure,-599,8436.87,8,1.3
PacRim Ingredients,Canned Goods,SKU-171,Turkey,DC-Berlin,Suez-Canal,Cancelled,Port-Congestion,-121,7043.53,13,1.6
PacRim Ingredients,Pasta & Noodles,SKU-054,Germany,DC-München,Air-Freight,Delivered,On-Time,-626,33526.27,0,4
PacRim Ingredients,Snacks & Nuts,SKU-174,China,DC-Mülheim,Hormuz-Strait,In-Transit,On-Time,-473,26869.22,2,1.5
SolVita Mediterranean,Pasta & Noodles,SKU-147,China,DC-Stuttgart,Cape-of-Good-Hope,Delayed,Port-Congestion,-288,30311.81,3,3.3
SolVita Mediterranean,Pasta & Noodles,SKU-101,Thailand,DC-Mülheim,Suez-Canal,Partially-Delivered,Hormuz-Closure,-119,6894.56,8,4.7
SolVita Mediterranean,Baking Ingredients,SKU-098,Italy,DC-Mülheim,Direct-EU,Partially-Delivered,Customs-Hold,-63,50316.09,18,9.5
PacRim Ingredients,Cooking Oils,SKU-078,Greece,DC-München,Hormuz-Strait,Delivered,Port-Congestion,-550,25156.4,0,2.8
Hartmann Foods GmbH,Cooking Oils,SKU-069,Thailand,DC-Hamburg,Cape-of-Good-Hope,Partially-Delivered,Customs-Hold,-703,47374.79,8,4
PacRim Ingredients,Beverages,SKU-092,Thailand,DC-München,Direct-EU,Delayed,On-Time,-687,63127.39,7,1
SolVita Mediterranean,Snacks & Nuts,SKU-130,Greece,DC-Mülheim,Cape-of-Good-Hope,Cancelled,Port-Congestion,-222,13030.63,4,2
PacRim Ingredients,Canned Goods,SKU-052,Greece,DC-München,Direct-EU,In-Transit,On-Time,-254,29790.56,4,2.1
Hartmann Foods GmbH,Pasta & Noodles,SKU-003,Germany,DC-München,Suez-Canal,Delivered,On-Time,-463,25320.2,3,2.3
PacRim Ingredients,Baking Ingredients,SKU-010,Greece,DC-Hamburg,Hormuz-Strait,Partially-Delivered,Weather,-225,233077.29,0,2
PacRim Ingredients,Baking Ingredients,SKU-038,Greece,DC-Stuttgart,Hormuz-Strait,Delivered,On-Time,-560,20241.77,0,1.9
Hartmann Foods GmbH,Snacks & Nuts,SKU-074,Turkey,DC-Hamburg,Air-Freight,Partially-Delivered,Port-Congestion,-248,20522.55,3,5.7
PacRim Ingredients,Baking Ingredients,SKU-135,Spain,DC-München,Suez-Canal,Delivered,On-Time,-177,3050.64,3,0.6
PacRim Ingredients,Beverages,SKU-147,China,DC-Stuttgart,Cape-of-Good-Hope,Partially-Delivered,Hormuz-Closure,-445,35176.95,6,4.3
Hartmann Foods GmbH,Sauces & Condiments,SKU-142,China,DC-Stuttgart,Cape-of-Good-Hope,Delivered,On-Time,-196,23621,1,4.8
Hartmann Foods GmbH,Sauces & Condiments,SKU-183,Italy,DC-Stuttgart,Direct-EU,Delivered,On-Time,-513,13889.44,1,2.5
PacRim Ingredients,Rice & Grains,SKU-065,Thailand,DC-Berlin,Suez-Canal,Delivered,On-Time,-338,15187.73,1,0.3
PacRim Ingredients,Snacks & Nuts,SKU-047,Italy,DC-Mülheim,Direct-EU,Delivered,On-Time,-202,25001.6,3,1.4
SolVita Mediterranean,Rice & Grains,SKU-134,Germany,DC-Berlin,Air-Freight,In-Transit,Route-Diversion,-397,16260.07,1,8.1
SolVita Mediterranean,Cooking Oils,SKU-039,China,DC-Hamburg,Cape-of-Good-Hope,Delivered,On-Time,-488,67774.31,1,3.8
Hartmann Foods GmbH,Rice & Grains,SKU-177,Turkey,DC-Mülheim,Hormuz-Strait,In-Transit,Hormuz-Closure,-8,42870.35,22,15
Hartmann Foods GmbH,Sauces & Condiments,SKU-075,Greece,DC-München,Cape-of-Good-Hope,Delivered,On-Time,-683,2580.47,1,4.6
PacRim Ingredients,Cooking Oils,SKU-066,Germany,DC-Mülheim,Suez-Canal,Delayed,Customs-Hold,-80,56822.64,22,8.4
SolVita Mediterranean,Baking Ingredients,SKU-002,Thailand,DC-Mülheim,Hormuz-Strait,Delivered,On-Time,-180,8854.15,2,7.7
Hartmann Foods GmbH,Snacks & Nuts,SKU-037,Greece,DC-Hamburg,Cape-of-Good-Hope,Delivered,On-Time,-604,36671.81,0,4.2
SolVita Mediterranean,Canned Goods,SKU-120,Germany,DC-Berlin,Suez-Canal,Delivered,On-Time,-263,19867.96,1,2.8
Hartmann Foods GmbH,Canned Goods,SKU-149,Spain,DC-Stuttgart,Direct-EU,Delayed,On-Time,-294,12653.74,3,-0.1
Hartmann Foods GmbH,Snacks & Nuts,SKU-130,Vietnam,DC-Hamburg,Suez-Canal,Delayed,On-Time,-192,17496.8,2,1.4
Hartmann Foods GmbH,Cooking Oils,SKU-113,Germany,DC-Stuttgart,Suez-Canal,In-Transit,On-Time,-490,40937.26,11,-0.9
SolVita Mediterranean,Pasta & Noodles,SKU-038,Italy,DC-München,Hormuz-Strait,Delivered,On-Time,-562,16202.9,1,2.9
Hartmann Foods GmbH,Cooking Oils,SKU-199,Thailand,DC-München,Suez-Canal,In-Transit,On-Time,-614,32103.33,4,-2
SolVita Mediterranean,Sauces & Condiments,SKU-045,China,DC-Berlin,Suez-Canal,Partially-Delivered,Customs-Hold,-291,9428.92,2,1.1
SolVita Mediterranean,Canned Goods,SKU-026,Spain,DC-München,Cape-of-Good-Hope,Cancelled,On-Time,-634,28051.78,3,5.2
PacRim Ingredients,Pasta & Noodles,SKU-048,Germany,DC-Mülheim,Suez-Canal,Delayed,On-Time,-582,21066.63,7,0.9
PacRim Ingredients,Sauces & Condiments,SKU-119,Turkey,DC-München,Cape-of-Good-Hope,Cancelled,Hormuz-Closure,-42,30168.57,24,11.1
Hartmann Foods GmbH,Sauces & Condiments,SKU-122,Germany,DC-München,Direct-EU,In-Transit,On-Time,-594,12762.88,1,1.5
PacRim Ingredients,Canned Goods,SKU-040,Turkey,DC-München,Hormuz-Strait,Delivered,On-Time,-217,30452.19,1,3.9
Hartmann Foods GmbH,Beverages,SKU-044,Germany,DC-München,Air-Freight,Delivered,On-Time,-237,20617.21,1,8.3
SolVita Mediterranean,Pasta & Noodles,SKU-124,Italy,DC-Mülheim,Hormuz-Strait,Partially-Delivered,Hormuz-Closure,-39,18962.52,19,13.6
SolVita Mediterranean,Baking Ingredients,SKU-180,Italy,DC-Stuttgart,Cape-of-Good-Hope,In-Transit,Weather,-722,21874.21,3,1.6
PacRim Ingredients,Sauces & Condiments,SKU-060,China,DC-Stuttgart,Cape-of-Good-Hope,Cancelled,Customs-Hold,-655,20502,1,4.4
Hartmann Foods GmbH,Canned Goods,SKU-139,Vietnam,DC-Hamburg,Suez-Canal,In-Transit,On-Time,-468,5877.14,2,1.3
SolVita Mediterranean,Rice & Grains,SKU-123,Spain,DC-Hamburg,Air-Freight,In-Transit,Hormuz-Closure,-64,29948.17,25,11.6
PacRim Ingredients,Sauces & Condiments,SKU-051,Italy,DC-Stuttgart,Air-Freight,Delivered,On-Time,-274,3724.75,1,5.8
SolVita Mediterranean,Cooking Oils,SKU-189,Thailand,DC-München,Cape-of-Good-Hope,Delivered,On-Time,-630,250000,3,1.8
SolVita Mediterranean,Pasta & Noodles,SKU-145,Italy,DC-Berlin,Air-Freight,In-Transit,On-Time,-472,13042.73,4,6.2
PacRim Ingredients,Baking Ingredients,SKU-171,Italy,DC-Hamburg,Suez-Canal,Delivered,On-Time,-606,49894.8,1,2
PacRim Ingredients,Rice & Grains,SKU-012,Turkey,DC-Stuttgart,Suez-Canal,Delivered,On-Time,-291,6943.1,1,2.9
SolVita Mediterranean,Baking Ingredients,SKU-134,Greece,DC-Mülheim,Cape-of-Good-Hope,Cancelled,On-Time,-468,15225.2,2,0.3
Hartmann Foods GmbH,Baking Ingredients,SKU-104,Turkey,DC-Stuttgart,Suez-Canal,Partially-Delivered,Port-Congestion,-278,12258.8,6,1.7
Hartmann Foods GmbH,Beverages,SKU-097,Italy,DC-Berlin,Air-Freight,Delayed,Hormuz-Closure,-1,54437.81,18,14.5
SolVita Mediterranean,Rice & Grains,SKU-156,Italy,DC-Berlin,Cape-of-Good-Hope,Delivered,Port-Congestion,-418,21789.36,0,1.2
SolVita Mediterranean,Sauces & Condiments,SKU-053,Thailand,DC-Stuttgart,Hormuz-Strait,Partially-Delivered,Weather,-541,27617.23,5,2.7
SolVita Mediterranean,Snacks & Nuts,SKU-125,Greece,DC-München,Air-Freight,Delivered,On-Time,-615,29367.92,1,3.9
SolVita Mediterranean,Pasta & Noodles,SKU-158,Italy,DC-München,Cape-of-Good-Hope,In-Transit,Port-Congestion,-428,28988.45,0,3
SolVita Mediterranean,Rice & Grains,SKU-190,Thailand,DC-Berlin,Air-Freight,In-Transit,Customs-Hold,-677,7146.32,3,4.7
Hartmann Foods GmbH,Rice & Grains,SKU-113,China,DC-Stuttgart,Hormuz-Strait,Delivered,On-Time,-416,33563.94,2,3.3
Hartmann Foods GmbH,Canned Goods,SKU-154,Italy,DC-Berlin,Cape-of-Good-Hope,Delayed,Port-Congestion,-409,30236.2,5,1.5
PacRim Ingredients,Beverages,SKU-021,Greece,DC-München,Air-Freight,Delivered,On-Time,-540,72108.59,1,6
SolVita Mediterranean,Baking Ingredients,SKU-086,Italy,DC-Berlin,Direct-EU,Partially-Delivered,Weather,-292,16208.64,7,2.1
SolVita Mediterranean,Pasta & Noodles,SKU-195,China,DC-Hamburg,Cape-of-Good-Hope,Delivered,On-Time,-256,40558.18,1,1.6
PacRim Ingredients,Canned Goods,SKU-125,Greece,DC-Stuttgart,Air-Freight,In-Transit,On-Time,-725,21531.01,0,3.7
PacRim Ingredients,Pasta & Noodles,SKU-018,Thailand,DC-Hamburg,Direct-EU,Delivered,On-Time,-404,34529.38,1,2.6
SolVita Mediterranean,Rice & Grains,SKU-146,Turkey,DC-München,Cape-of-Good-Hope,Partially-Delivered,Port-Congestion,-397,9699.82,8,4.3
SolVita Mediterranean,Cooking Oils,SKU-094,Turkey,DC-Mülheim,Suez-Canal,Delivered,On-Time,-299,1215.7,3,0.2
SolVita Mediterranean,Canned Goods,SKU-024,Greece,DC-Mülheim,Direct-EU,Partially-Delivered,Hormuz-Closure,-51,1377.84,25,11.4
Hartmann Foods GmbH,Sauces & Condiments,SKU-038,Vietnam,DC-Mülheim,Air-Freight,Delivered,On-Time,-575,4389.37,2,7.7
SolVita Mediterranean,Rice & Grains,SKU-008,Italy,DC-Stuttgart,Cape-of-Good-Hope,Delayed,On-Time,-595,12313.89,1,4
PacRim Ingredients,Pasta & Noodles,SKU-050,Vietnam,DC-Hamburg,Direct-EU,Cancelled,Carrier-Shortage,-372,23003.94,4,-0.9
SolVita Mediterranean,Sauces & Condiments,SKU-164,Vietnam,DC-Berlin,Direct-EU,Partially-Delivered,Port-Congestion,-76,35940.69,24,9.6
PacRim Ingredients,Beverages,SKU-001,Greece,DC-Mülheim,Air-Freight,In-Transit,Port-Congestion,-164,28513.48,6,6.2
PacRim Ingredients,Cooking Oils,SKU-148,Turkey,DC-Berlin,Suez-Canal,Delivered,On-Time,-689,31217.29,0,-1.3
SolVita Mediterranean,Canned Goods,SKU-072,Thailand,DC-München,Hormuz-Strait,Delivered,On-Time,-504,15082.84,1,5.1
Hartmann Foods GmbH,Sauces & Condiments,SKU-165,Turkey,DC-Mülheim,Air-Freight,Delivered,On-Time,-271,17225.7,2,4.9
SolVita Mediterranean,Snacks & Nuts,SKU-176,Greece,DC-Stuttgart,Air-Freight,Delayed,Port-Congestion,-296,5656.93,2,5.7
Hartmann Foods GmbH,Baking Ingredients,SKU-105,Turkey,DC-München,Air-Freight,Delivered,Customs-Hold,-493,16832.62,4,2.3
SolVita Mediterranean,Cooking Oils,SKU-092,Greece,DC-Hamburg,Hormuz-Strait,Delivered,Customs-Hold,-215,23312.4,1,4.6
SolVita Mediterranean,Baking Ingredients,SKU-186,Thailand,DC-Berlin,Suez-Canal,Delayed,Port-Congestion,-581,5506.03,0,2
Hartmann Foods GmbH,Beverages,SKU-124,Germany,DC-Hamburg,Air-Freight,Delivered,On-Time,-479,31350.21,1,5.7
Hartmann Foods GmbH,Snacks & Nuts,SKU-132,Thailand,DC-Stuttgart,Cape-of-Good-Hope,Delayed,On-Time,-313,6095.71,3,6.3
SolVita Mediterranean,Cooking Oils,SKU-199,China,DC-München,Direct-EU,In-Transit,Customs-Hold,-392,250000,4,2
SolVita Mediterranean,Cooking Oils,SKU-078,China,DC-München,Cape-of-Good-Hope,Delivered,On-Time,-540,20975.06,1,4.9
PacRim Ingredients,Beverages,SKU-110,Greece,DC-Hamburg,Hormuz-Strait,Delivered,On-Time,-138,52603.23,2,7.9
PacRim Ingredients,Pasta & Noodles,SKU-158,China,DC-Stuttgart,Hormuz-Strait,In-Transit,On-Time,-218,16436.92,5,2.2
SolVita Mediterranean,Snacks & Nuts,SKU-084,Italy,DC-Berlin,Suez-Canal,Delivered,On-Time,-495,34830.32,1,5.4
SolVita Mediterranean,Beverages,SKU-119,Germany,DC-München,Cape-of-Good-Hope,Partially-Delivered,Customs-Hold,-160,8333.75,2,3.5
PacRim Ingredients,Beverages,SKU-186,Thailand,DC-Stuttgart,Air-Freight,Partially-Delivered,On-Time,-642,163307.58,1,4.3
SolVita Mediterranean,Canned Goods,SKU-005,Thailand,DC-Hamburg,Cape-of-Good-Hope,In-Transit,Customs-Hold,-207,8287.79,6,6.7
PacRim Ingredients,Cooking Oils,SKU-055,Thailand,DC-Hamburg,Hormuz-Strait,Delivered,On-Time,-347,61563.82,1,4.7
Hartmann Foods GmbH,Pasta & Noodles,SKU-083,Germany,DC-Stuttgart,Suez-Canal,Delayed,Hormuz-Closure,-26,32990.53,22,11.2
Hartmann Foods GmbH,Baking Ingredients,SKU-177,Vietnam,DC-Berlin,Air-Freight,In-Transit,On-Time,-218,11837.96,5,7.6
PacRim Ingredients,Canned Goods,SKU-089,China,DC-Stuttgart,Direct-EU,Partially-Delivered,Customs-Hold,-73,2938.79,21,6.6
PacRim Ingredients,Sauces & Condiments,SKU-131,Turkey,DC-Berlin,Air-Freight,Delivered,On-Time,-691,14341.14,0,3
Hartmann Foods GmbH,Canned Goods,SKU-075,Germany,DC-Berlin,Direct-EU,Delayed,Carrier-Shortage,-35,22061.78,23,10.5
PacRim Ingredients,Cooking Oils,SKU-130,Spain,DC-München,Cape-of-Good-Hope,In-Transit,On-Time,-596,25668.69,0,4.3
Hartmann Foods GmbH,Baking Ingredients,SKU-097,Thailand,DC-Mülheim,Air-Freight,Delivered,Carrier-Shortage,-674,36294.44,5,4.4
SolVita Mediterranean,Cooking Oils,SKU-057,Germany,DC-Stuttgart,Hormuz-Strait,Partially-Delivered,On-Time,-525,40671.2,11,4.2
PacRim Ingredients,Sauces & Condiments,SKU-021,Germany,DC-Mülheim,Cape-of-Good-Hope,Delayed,Hormuz-Closure,-130,4585.87,13,8.2
PacRim Ingredients,Canned Goods,SKU-173,China,DC-Berlin,Cape-of-Good-Hope,Partially-Delivered,On-Time,-159,2257.85,7,3.2
SolVita Mediterranean,Sauces & Condiments,SKU-041,Vietnam,DC-München,Suez-Canal,Delayed,On-Time,-683,25987.37,0,-2
PacRim Ingredients,Sauces & Condiments,SKU-107,Thailand,DC-Berlin,Air-Freight,Cancelled,Weather,-634,3361.06,5,6.1
Hartmann Foods GmbH,Snacks & Nuts,SKU-089,Thailand,DC-Mülheim,Hormuz-Strait,Delayed,Hormuz-Closure,-33,54575.71,19,14
PacRim Ingredients,Baking Ingredients,SKU-016,Thailand,DC-München,Direct-EU,In-Transit,On-Time,-155,9832.18,9,3.3
PacRim Ingredients,Snacks & Nuts,SKU-105,China,DC-Stuttgart,Cape-of-Good-Hope,Delivered,Customs-Hold,-693,38722.32,3,3.8
Hartmann Foods GmbH,Sauces & Condiments,SKU-101,China,DC-München,Direct-EU,Delayed,On-Time,-232,25738.54,2,1.8
SolVita Mediterranean,Pasta & Noodles,SKU-117,Germany,DC-Hamburg,Direct-EU,Delivered,On-Time,-533,9293.42,1,-0.7
SolVita Mediterranean,Rice & Grains,SKU-187,Spain,DC-Hamburg,Air-Freight,Delivered,On-Time,-618,26492.28,0,4.1
SolVita Mediterranean,Pasta & Noodles,SKU-078,Turkey,DC-Hamburg,Air-Freight,Partially-Delivered,Weather,-437,29648.15,7,7.7
Hartmann Foods GmbH,Pasta & Noodles,SKU-185,Greece,DC-Stuttgart,Suez-Canal,Delivered,On-Time,-473,20340.34,1,-1.7
PacRim Ingredients,Cooking Oils,SKU-135,Italy,DC-Berlin,Cape-of-Good-Hope,Delivered,On-Time,-418,22606.03,1,2.8
PacRim Ingredients,Baking Ingredients,SKU-147,China,DC-Mülheim,Suez-Canal,Delayed,Route-Diversion,-15,42998.58,21,11
PacRim Ingredients,Sauces & Condiments,SKU-127,Greece,DC-Hamburg,Hormuz-Strait,Partially-Delivered,On-Time,-718,4693.59,4,4.6
PacRim Ingredients,Sauces & Condiments,SKU-170,Spain,DC-Berlin,Air-Freight,Delivered,On-Time,-628,18689.81,0,4.5
Hartmann Foods GmbH,Cooking Oils,SKU-116,Spain,DC-Hamburg,Direct-EU,In-Transit,On-Time,-556,55876.98,4,0.9
PacRim Ingredients,Beverages,SKU-054,Greece,DC-Stuttgart,Direct-EU,Delayed,On-Time,-466,12800.69,2,2.3
Hartmann Foods GmbH,Snacks & Nuts,SKU-128,Vietnam,DC-Hamburg,Cape-of-Good-Hope,Delivered,On-Time,-515,37264.02,1,2.1
PacRim Ingredients,Cooking Oils,SKU-181,Vietnam,DC-München,Hormuz-Strait,Delivered,Carrier-Shortage,-319,8020.47,2,1.7
SolVita Mediterranean,Pasta & Noodles,SKU-120,Turkey,DC-Berlin,Air-Freight,In-Transit,Port-Congestion,-622,2044.02,3,3.1
Hartmann Foods GmbH,Pasta & Noodles,SKU-178,Thailand,DC-München,Cape-of-Good-Hope,Delayed,Customs-Hold,-257,23319.94,7,2.7
PacRim Ingredients,Beverages,SKU-102,Vietnam,DC-Stuttgart,Hormuz-Strait,Delayed,Port-Congestion,-144,85263.03,1,4.7
PacRim Ingredients,Sauces & Condiments,SKU-137,Vietnam,DC-Hamburg,Hormuz-Strait,Delivered,On-Time,-198,4651.53,3,3
PacRim Ingredients,Sauces & Condiments,SKU-167,Turkey,DC-Mülheim,Direct-EU,Delivered,On-Time,-335,24246.84,1,1.8
SolVita Mediterranean,Beverages,SKU-085,Greece,DC-Berlin,Direct-EU,Delivered,On-Time,-349,68136.82,1,-0.6
Hartmann Foods GmbH,Beverages,SKU-032,Thailand,DC-Stuttgart,Suez-Canal,Cancelled,On-Time,-694,56507.23,5,0
SolVita Mediterranean,Snacks & Nuts,SKU-171,Thailand,DC-München,Suez-Canal,Cancelled,Hormuz-Closure,-141,59301.48,1,3.5
Hartmann Foods GmbH,Pasta & Noodles,SKU-102,Greece,DC-Stuttgart,Suez-Canal,Delayed,Hormuz-Closure,-43,34880.52,22,11
Hartmann Foods GmbH,Canned Goods,SKU-013,Germany,DC-Hamburg,Direct-EU,Delayed,Weather,-102,59661.52,9,2.4
PacRim Ingredients,Canned Goods,SKU-138,China,DC-Berlin,Cape-of-Good-Hope,In-Transit,Route-Diversion,-680,7387.52,1,2.6
SolVita Mediterranean,Pasta & Noodles,SKU-082,Italy,DC-Berlin,Cape-of-Good-Hope,Partially-Delivered,Customs-Hold,-469,12446.44,8,1.1
SolVita Mediterranean,Cooking Oils,SKU-078,China,DC-Berlin,Direct-EU,Delivered,On-Time,-236,37248.7,4,3.2
SolVita Mediterranean,Rice & Grains,SKU-053,Vietnam,DC-Stuttgart,Hormuz-Strait,Delivered,On-Time,-575,22841.66,0,2.7
PacRim Ingredients,Cooking Oils,SKU-194,Spain,DC-Stuttgart,Suez-Canal,Cancelled,Hormuz-Closure,-517,12112.06,4,0.8
PacRim Ingredients,Sauces & Condiments,SKU-063,Spain,DC-Stuttgart,Hormuz-Strait,Delivered,On-Time,-529,26536.41,1,2.6
PacRim Ingredients,Baking Ingredients,SKU-006,Turkey,DC-Hamburg,Hormuz-Strait,Delayed,Route-Diversion,-1,25816.94,28,12.8
SolVita Mediterranean,Rice & Grains,SKU-053,Germany,DC-Stuttgart,Direct-EU,Cancelled,Carrier-Shortage,-27,47691.32,22,13
Hartmann Foods GmbH,Rice & Grains,SKU-190,Spain,DC-München,Direct-EU,Partially-Delivered,Port-Congestion,-201,52785.96,7,1.7
SolVita Mediterranean,Baking Ingredients,SKU-195,China,DC-Mülheim,Hormuz-Strait,In-Transit,On-Time,-537,15010.73,2,4
PacRim Ingredients,Canned Goods,SKU-114,Italy,DC-München,Cape-of-Good-Hope,Partially-Delivered,On-Time,-443,809.05,5,4.1
Hartmann Foods GmbH,Sauces & Condiments,SKU-194,Spain,DC-Mülheim,Air-Freight,Delivered,On-Time,-649,23707.42,1,4.5
SolVita Mediterranean,Rice & Grains,SKU-079,Vietnam,DC-München,Suez-Canal,Delivered,On-Time,-216,36478.18,1,0.4
Hartmann Foods GmbH,Sauces & Condiments,SKU-055,Italy,DC-Hamburg,Cape-of-Good-Hope,Delivered,On-Time,-526,7845.18,2,6.2
PacRim Ingredients,Pasta & Noodles,SKU-090,Greece,DC-Stuttgart,Suez-Canal,Delayed,Hormuz-Closure,-54,1199.39,27,5.9
Hartmann Foods GmbH,Sauces & Condiments,SKU-055,Italy,DC-Stuttgart,Suez-Canal,Delivered,On-Time,-155,25877.2,2,0.9
PacRim Ingredients,Baking Ingredients,SKU-107,Turkey,DC-Hamburg,Cape-of-Good-Hope,In-Transit,On-Time,-722,15052.95,6,1.1
Hartmann Foods GmbH,Snacks & Nuts,SKU-090,China,DC-Berlin,Hormuz-Strait,Partially-Delivered,On-Time,-355,31772.35,1,2.5
Hartmann Foods GmbH,Canned Goods,SKU-033,Spain,DC-München,Direct-EU,Delayed,Weather,-679,10530.76,4,-1.1
SolVita Mediterranean,Rice & Grains,SKU-038,Turkey,DC-Hamburg,Direct-EU,Partially-Delivered,Customs-Hold,-132,5061.3,11,1.9
Hartmann Foods GmbH,Snacks & Nuts,SKU-143,Spain,DC-Mülheim,Cape-of-Good-Hope,In-Transit,On-Time,-633,18041.34,1,4.5
PacRim Ingredients,Canned Goods,SKU-020,Turkey,DC-Mülheim,Hormuz-Strait,Delayed,On-Time,-166,99531.39,8,5.1
PacRim Ingredients,Baking Ingredients,SKU-105,Turkey,DC-München,Suez-Canal,Delayed,On-Time,-474,31721.59,1,2.3
Hartmann Foods GmbH,Snacks & Nuts,SKU-103,Spain,DC-München,Direct-EU,In-Transit,Carrier-Shortage,-690,6154.66,8,0
